,pgnfile,result
17752,408026.pgn,1.0
17753,408027.pgn,0.0
17754,408028.pgn,1.0
17755,408029.pgn,0.0
17756,408030.pgn,1.0
17757,408031.pgn,0.0
17758,408032.pgn,0.0
17759,408033.pgn,-1.0
17760,408034.pgn,1.0
17761,408035.pgn,-1.0
17762,408036.pgn,1.0
17763,408037.pgn,1.0
17764,408038.pgn,0.0
17765,408039.pgn,-1.0
17766,408040.pgn,1.0
17767,408041.pgn,-1.0
17768,408042.pgn,-1.0
17769,408043.pgn,-1.0
17770,408044.pgn,1.0
17771,408045.pgn,1.0
17772,408046.pgn,1.0
17773,408047.pgn,-1.0
17774,408048.pgn,1.0
17775,408049.pgn,0.0
17776,408050.pgn,-1.0
17777,408051.pgn,-1.0
17778,408052.pgn,0.0
17779,408053.pgn,0.0
17780,408054.pgn,0.0
17781,408055.pgn,1.0
17782,408056.pgn,-1.0
17783,408057.pgn,1.0
17784,408058.pgn,-1.0
17785,408059.pgn,0.0
17786,408060.pgn,0.0
17787,408061.pgn,0.0
17788,408062.pgn,0.0
17789,408063.pgn,0.0
17790,408064.pgn,0.0
17791,408065.pgn,-1.0
17792,408066.pgn,1.0
17793,408067.pgn,0.0
17794,408068.pgn,0.0
17795,408069.pgn,1.0
17796,408070.pgn,1.0
17797,408071.pgn,1.0
17798,408072.pgn,1.0
17799,408073.pgn,-1.0
17800,408074.pgn,-1.0
17801,408075.pgn,0.0
17802,408076.pgn,0.0
17803,408077.pgn,1.0
17804,408078.pgn,-1.0
17805,408079.pgn,-1.0
17806,408080.pgn,-1.0
17807,408081.pgn,0.0
17808,408082.pgn,-1.0
17809,408083.pgn,-1.0
17810,408084.pgn,0.0
17811,408085.pgn,-1.0
17812,408086.pgn,1.0
17813,408087.pgn,1.0
17814,408088.pgn,0.0
17815,408089.pgn,1.0
17816,408090.pgn,-1.0
17817,408091.pgn,1.0
17818,408092.pgn,1.0
17819,408093.pgn,1.0
17820,408094.pgn,-1.0
17821,408095.pgn,-1.0
17822,408096.pgn,0.0
17823,408097.pgn,-1.0
17824,408098.pgn,-1.0
17825,408099.pgn,1.0
17826,408100.pgn,1.0
17827,408101.pgn,-1.0
17828,408102.pgn,0.0
17829,408103.pgn,1.0
17830,408104.pgn,1.0
17831,408105.pgn,0.0
17832,408106.pgn,1.0
17833,408107.pgn,-1.0
17834,408108.pgn,1.0
17835,408109.pgn,1.0
17836,408110.pgn,0.0
17837,408111.pgn,0.0
17838,408112.pgn,0.0
17839,408113.pgn,1.0
17840,408114.pgn,1.0
17841,408115.pgn,1.0
17842,408116.pgn,0.0
17843,408117.pgn,0.0
17844,408118.pgn,1.0
17845,408119.pgn,0.0
17846,408120.pgn,1.0
17847,408121.pgn,0.0
17848,408122.pgn,0.0
17849,408123.pgn,0.0
17850,408124.pgn,1.0
17851,408125.pgn,0.0
17852,408126.pgn,0.0
17853,408127.pgn,-1.0
17854,408128.pgn,-1.0
17855,408129.pgn,1.0
17856,408130.pgn,0.0
17857,408131.pgn,1.0
17858,408132.pgn,0.0
17859,408133.pgn,1.0
17860,408134.pgn,-1.0
17861,408135.pgn,0.0
17862,408136.pgn,1.0
17863,408137.pgn,0.0
17864,408138.pgn,1.0
17865,408139.pgn,0.0
17866,408140.pgn,1.0
17867,408141.pgn,-1.0
17868,408142.pgn,1.0
17869,408143.pgn,-1.0
17870,408144.pgn,-1.0
17871,408145.pgn,-1.0
17872,408146.pgn,-1.0
17873,408147.pgn,1.0
17874,408148.pgn,-1.0
17875,408149.pgn,1.0
17876,408150.pgn,-1.0
17877,408151.pgn,1.0
17878,408152.pgn,-1.0
17879,408153.pgn,-1.0
17880,408154.pgn,1.0
17881,408155.pgn,-1.0
17882,408156.pgn,1.0
17883,408157.pgn,1.0
17884,408158.pgn,1.0
17885,408159.pgn,-1.0
17886,408160.pgn,-1.0
17887,408161.pgn,1.0
17888,408162.pgn,1.0
17889,408163.pgn,1.0
17890,408164.pgn,-1.0
17891,408165.pgn,0.0
17892,408166.pgn,-1.0
17893,408167.pgn,1.0
17894,408168.pgn,-1.0
17895,408169.pgn,-1.0
17896,408170.pgn,1.0
17897,408171.pgn,-1.0
17898,408172.pgn,1.0
17899,408173.pgn,1.0
17900,408174.pgn,-1.0
17901,408175.pgn,1.0
17902,408176.pgn,1.0
17903,408177.pgn,1.0
17904,408178.pgn,0.0
17905,408179.pgn,-1.0
17906,408180.pgn,1.0
17907,408181.pgn,1.0
17908,408182.pgn,1.0
17909,408183.pgn,1.0
17910,408184.pgn,0.0
17911,408185.pgn,-1.0
17912,408186.pgn,-1.0
17913,408187.pgn,1.0
17914,408188.pgn,0.0
17915,408189.pgn,-1.0
17916,408190.pgn,1.0
17917,408191.pgn,1.0
17918,408192.pgn,1.0
17919,408193.pgn,-1.0
17920,408194.pgn,1.0
17921,408195.pgn,1.0
17922,408196.pgn,1.0
17923,408197.pgn,1.0
17924,408198.pgn,-1.0
17925,408199.pgn,0.0
17926,408200.pgn,1.0
17927,408201.pgn,1.0
17928,408202.pgn,-1.0
17929,408203.pgn,0.0
17930,408204.pgn,1.0
17931,408205.pgn,0.0
17932,408206.pgn,0.0
17933,408207.pgn,-1.0
17934,408208.pgn,-1.0
17935,408209.pgn,-1.0
17936,408210.pgn,1.0
17937,408211.pgn,1.0
17938,408212.pgn,-1.0
17939,408213.pgn,-1.0
17940,408214.pgn,0.0
17941,408215.pgn,-1.0
17942,408216.pgn,1.0
17943,408217.pgn,1.0
17944,408218.pgn,-1.0
17945,408219.pgn,-1.0
17946,408220.pgn,1.0
17947,408221.pgn,1.0
17948,408222.pgn,-1.0
17949,408223.pgn,-1.0
17950,408224.pgn,1.0
17951,408225.pgn,0.0
17952,408226.pgn,1.0
17953,408227.pgn,0.0
17954,408228.pgn,1.0
17955,408229.pgn,-1.0
17956,408230.pgn,1.0
17957,408231.pgn,1.0
17958,408232.pgn,-1.0
17959,408233.pgn,1.0
17960,408234.pgn,1.0
17961,408235.pgn,1.0
17962,408236.pgn,1.0
17963,408237.pgn,0.0
17964,408238.pgn,1.0
17965,408239.pgn,1.0
17966,408240.pgn,1.0
17967,408241.pgn,1.0
17968,408242.pgn,1.0
17969,408243.pgn,1.0
17970,408244.pgn,-1.0
17971,408245.pgn,1.0
17972,408246.pgn,1.0
17973,408247.pgn,0.0
17974,408248.pgn,-1.0
17975,408249.pgn,-1.0
17976,408250.pgn,1.0
17977,408251.pgn,0.0
17978,408252.pgn,1.0
17979,408253.pgn,1.0
17980,408254.pgn,1.0
17981,408255.pgn,-1.0
17982,408256.pgn,1.0
17983,408257.pgn,1.0
17984,408258.pgn,-1.0
17985,408259.pgn,1.0
17986,408260.pgn,1.0
17987,408261.pgn,-1.0
17988,408262.pgn,1.0
17989,408263.pgn,1.0
17990,408264.pgn,-1.0
17991,408265.pgn,1.0
17992,408266.pgn,1.0
17993,408267.pgn,-1.0
17994,408268.pgn,-1.0
17995,408269.pgn,0.0
17996,408270.pgn,0.0
17997,408271.pgn,0.0
17998,408272.pgn,0.0
17999,408273.pgn,0.0
18000,408274.pgn,1.0
18001,408275.pgn,0.0
18002,408276.pgn,1.0
18003,408277.pgn,-1.0
18004,408278.pgn,-1.0
18005,408279.pgn,-1.0
18006,408280.pgn,-1.0
18007,408281.pgn,-1.0
18008,408282.pgn,1.0
18009,408283.pgn,1.0
18010,408284.pgn,-1.0
18011,408285.pgn,-1.0
18012,408286.pgn,0.0
18013,408287.pgn,-1.0
18014,408288.pgn,0.0
18015,408289.pgn,-1.0
18016,408290.pgn,-1.0
18017,408291.pgn,0.0
18018,408292.pgn,-1.0
18019,408293.pgn,-1.0
18020,408294.pgn,-1.0
18021,408295.pgn,-1.0
18022,408296.pgn,0.0
18023,408297.pgn,0.0
18024,408298.pgn,-1.0
18025,408299.pgn,-1.0
18026,408300.pgn,-1.0
18027,408301.pgn,-1.0
18028,408302.pgn,0.0
18029,408303.pgn,-1.0
18030,408304.pgn,-1.0
18031,408305.pgn,-1.0
18032,408306.pgn,1.0
18033,408307.pgn,1.0
18034,408308.pgn,1.0
18035,408309.pgn,0.0
18036,408310.pgn,0.0
18037,408311.pgn,0.0
18038,408312.pgn,1.0
18039,408313.pgn,0.0
18040,408314.pgn,1.0
18041,408315.pgn,1.0
18042,408316.pgn,0.0
18043,408317.pgn,0.0
18044,408318.pgn,1.0
18045,408319.pgn,0.0
18046,408320.pgn,-1.0
18047,408321.pgn,1.0
18048,408322.pgn,1.0
18049,408323.pgn,1.0
18050,408324.pgn,-1.0
18051,408325.pgn,1.0
18052,408326.pgn,1.0
18053,408327.pgn,-1.0
18054,408328.pgn,-1.0
18055,408329.pgn,1.0
18056,408330.pgn,1.0
18057,408331.pgn,-1.0
18058,408333.pgn,1.0
18059,408334.pgn,0.0
18060,408335.pgn,-1.0
18061,408336.pgn,0.0
18062,408337.pgn,1.0
18063,408338.pgn,0.0
18064,408339.pgn,0.0
18065,408340.pgn,-1.0
18066,408341.pgn,1.0
18067,408342.pgn,1.0
18068,408343.pgn,-1.0
18069,408344.pgn,1.0
18070,408345.pgn,0.0
18071,408346.pgn,0.0
18072,408347.pgn,1.0
18073,408348.pgn,0.0
18074,408349.pgn,1.0
18075,408350.pgn,1.0
18076,408351.pgn,1.0
18077,408352.pgn,-1.0
18078,408353.pgn,0.0
18079,408354.pgn,1.0
18080,408355.pgn,1.0
18081,408356.pgn,-1.0
18082,408357.pgn,1.0
18083,408358.pgn,0.0
18084,408359.pgn,0.0
18085,408360.pgn,1.0
18086,408362.pgn,0.0
18087,408363.pgn,-1.0
18088,408364.pgn,0.0
18089,408365.pgn,1.0
18090,408366.pgn,0.0
18091,408367.pgn,0.0
18092,408368.pgn,-1.0
18093,408369.pgn,-1.0
18094,408370.pgn,1.0
18095,408371.pgn,0.0
18096,408372.pgn,1.0
18097,408373.pgn,-1.0
18098,408374.pgn,-1.0
18099,408376.pgn,1.0
18100,408377.pgn,-1.0
18101,408378.pgn,1.0
18102,408379.pgn,1.0
18103,408380.pgn,1.0
18104,408381.pgn,0.0
18105,408382.pgn,-1.0
18106,408383.pgn,1.0
18107,408384.pgn,-1.0
18108,408385.pgn,-1.0
18109,408386.pgn,1.0
18110,408387.pgn,-1.0
18111,408388.pgn,1.0
18112,408389.pgn,1.0
18113,408390.pgn,-1.0
18114,408391.pgn,-1.0
18115,408392.pgn,-1.0
18116,408393.pgn,0.0
18117,408394.pgn,0.0
18118,408395.pgn,-1.0
18119,408396.pgn,0.0
18120,408397.pgn,1.0
18121,408398.pgn,-1.0
18122,408399.pgn,1.0
18123,408400.pgn,0.0
18124,408401.pgn,0.0
18125,408402.pgn,-1.0
18126,408403.pgn,0.0
18127,408404.pgn,0.0
18128,408405.pgn,1.0
18129,408406.pgn,1.0
18130,408407.pgn,-1.0
18131,408408.pgn,-1.0
18132,408409.pgn,1.0
18133,408410.pgn,1.0
18134,408411.pgn,0.0
18135,408412.pgn,1.0
18136,408413.pgn,-1.0
18137,408414.pgn,1.0
18138,408415.pgn,-1.0
18139,408416.pgn,1.0
18140,408417.pgn,1.0
18141,408418.pgn,0.0
18142,408419.pgn,1.0
18143,408420.pgn,0.0
18144,408421.pgn,0.0
18145,408422.pgn,-1.0
18146,408423.pgn,0.0
18147,408424.pgn,1.0
18148,408425.pgn,1.0
18149,408426.pgn,1.0
18150,408427.pgn,-1.0
18151,408428.pgn,-1.0
18152,408429.pgn,-1.0
18153,408430.pgn,-1.0
18154,408431.pgn,1.0
18155,408432.pgn,1.0
18156,408433.pgn,1.0
18157,408434.pgn,-1.0
18158,408435.pgn,-1.0
18159,408436.pgn,0.0
18160,408437.pgn,-1.0
18161,408438.pgn,-1.0
18162,408439.pgn,-1.0
18163,408440.pgn,-1.0
18164,408441.pgn,-1.0
18165,408442.pgn,1.0
18166,408443.pgn,-1.0
18167,408444.pgn,1.0
18168,408445.pgn,1.0
18169,408446.pgn,0.0
18170,408447.pgn,1.0
18171,408448.pgn,-1.0
18172,408449.pgn,1.0
18173,408450.pgn,1.0
18174,408451.pgn,-1.0
18175,408452.pgn,-1.0
18176,408453.pgn,0.0
18177,408454.pgn,1.0
18178,408455.pgn,1.0
18179,408456.pgn,1.0
18180,408457.pgn,-1.0
18181,408458.pgn,-1.0
18182,408459.pgn,1.0
18183,408460.pgn,-1.0
18184,408461.pgn,-1.0
18185,408462.pgn,1.0
18186,408463.pgn,1.0
18187,408464.pgn,1.0
18188,408465.pgn,-1.0
18189,408466.pgn,1.0
18190,408467.pgn,1.0
18191,408468.pgn,1.0
18192,408469.pgn,1.0
18193,408470.pgn,0.0
18194,408471.pgn,0.0
18195,408472.pgn,0.0
18196,408473.pgn,1.0
18197,408474.pgn,-1.0
18198,408475.pgn,1.0
18199,408476.pgn,1.0
18200,408477.pgn,0.0
18201,408478.pgn,-1.0
18202,408479.pgn,-1.0
18203,408480.pgn,-1.0
18204,408481.pgn,0.0
18205,408482.pgn,-1.0
18206,408483.pgn,-1.0
18207,408484.pgn,-1.0
18208,408485.pgn,-1.0
18209,408486.pgn,1.0
18210,408487.pgn,-1.0
18211,408488.pgn,-1.0
18212,408489.pgn,1.0
18213,408490.pgn,-1.0
18214,408491.pgn,-1.0
18215,408492.pgn,1.0
18216,408493.pgn,-1.0
18217,408494.pgn,0.0
18218,408495.pgn,-1.0
18219,408496.pgn,1.0
18220,408497.pgn,-1.0
18221,408498.pgn,-1.0
18222,408499.pgn,0.0
18223,408500.pgn,1.0
18224,408501.pgn,-1.0
18225,408502.pgn,1.0
18226,408503.pgn,0.0
18227,408504.pgn,0.0
18228,408505.pgn,1.0
18229,408506.pgn,0.0
18230,408507.pgn,1.0
18231,408508.pgn,-1.0
18232,408509.pgn,1.0
18233,408510.pgn,0.0
18234,408511.pgn,1.0
18235,408512.pgn,0.0
18236,408513.pgn,0.0
18237,408514.pgn,0.0
18238,408515.pgn,-1.0
18239,408516.pgn,0.0
18240,408517.pgn,1.0
18241,408518.pgn,1.0
18242,408519.pgn,-1.0
18243,408520.pgn,-1.0
18244,408521.pgn,1.0
18245,408522.pgn,1.0
18246,408523.pgn,-1.0
18247,408524.pgn,1.0
18248,408525.pgn,0.0
18249,408526.pgn,1.0
18250,408527.pgn,0.0
18251,408528.pgn,-1.0
18252,408529.pgn,0.0
18253,408530.pgn,1.0
18254,408531.pgn,1.0
18255,408532.pgn,0.0
18256,408533.pgn,-1.0
18257,408534.pgn,1.0
18258,408535.pgn,0.0
18259,408536.pgn,1.0
18260,408537.pgn,1.0
18261,408538.pgn,0.0
18262,408539.pgn,1.0
18263,408540.pgn,1.0
18264,408541.pgn,0.0
18265,408542.pgn,0.0
18266,408543.pgn,1.0
18267,408544.pgn,0.0
18268,408545.pgn,0.0
18269,408546.pgn,-1.0
18270,408547.pgn,-1.0
18271,408548.pgn,-1.0
18272,408549.pgn,0.0
18273,408550.pgn,1.0
18274,408551.pgn,1.0
18275,408552.pgn,0.0
18276,408553.pgn,1.0
18277,408554.pgn,1.0
18278,408555.pgn,1.0
18279,408556.pgn,1.0
18280,408557.pgn,0.0
18281,408558.pgn,1.0
18282,408559.pgn,0.0
18283,408560.pgn,0.0
18284,408561.pgn,1.0
18285,408562.pgn,0.0
18286,408563.pgn,-1.0
18287,408564.pgn,0.0
18288,408565.pgn,1.0
18289,408566.pgn,1.0
18290,408567.pgn,1.0
18291,408568.pgn,0.0
18292,408569.pgn,0.0
18293,408570.pgn,-1.0
18294,408571.pgn,0.0
18295,408572.pgn,-1.0
18296,408573.pgn,1.0
18297,408574.pgn,0.0
18298,408575.pgn,1.0
18299,408576.pgn,0.0
18300,408577.pgn,-1.0
18301,408578.pgn,1.0
18302,408579.pgn,1.0
18303,408580.pgn,1.0
18304,408581.pgn,0.0
18305,408582.pgn,1.0
18306,408583.pgn,1.0
18307,408584.pgn,1.0
18308,408585.pgn,1.0
18309,408586.pgn,0.0
18310,408587.pgn,-1.0
18311,408588.pgn,-1.0
18312,408589.pgn,-1.0
18313,408590.pgn,1.0
18314,408591.pgn,1.0
18315,408592.pgn,-1.0
18316,408593.pgn,0.0
18317,408594.pgn,1.0
18318,408595.pgn,1.0
18319,408596.pgn,-1.0
18320,408597.pgn,0.0
18321,408598.pgn,-1.0
18322,408599.pgn,1.0
18323,408600.pgn,1.0
18324,408601.pgn,1.0
18325,408602.pgn,-1.0
18326,408603.pgn,0.0
18327,408604.pgn,0.0
18328,408605.pgn,-1.0
18329,408606.pgn,0.0
18330,408607.pgn,1.0
18331,408608.pgn,-1.0
18332,408609.pgn,1.0
18333,408610.pgn,-1.0
18334,408611.pgn,1.0
18335,408612.pgn,0.0
18336,408613.pgn,0.0
18337,408614.pgn,1.0
18338,408615.pgn,0.0
18339,408616.pgn,1.0
18340,408617.pgn,1.0
18341,408618.pgn,1.0
18342,408619.pgn,1.0
18343,408620.pgn,0.0
18344,408621.pgn,-1.0
18345,408622.pgn,0.0
18346,408623.pgn,-1.0
18347,408624.pgn,-1.0
18348,408625.pgn,1.0
18349,408626.pgn,-1.0
18350,408627.pgn,-1.0
18351,408628.pgn,-1.0
18352,408629.pgn,-1.0
18353,408630.pgn,-1.0
18354,408631.pgn,0.0
18355,408632.pgn,0.0
18356,408633.pgn,0.0
18357,408634.pgn,0.0
18358,408635.pgn,1.0
18359,408636.pgn,1.0
18360,408637.pgn,-1.0
18361,408638.pgn,0.0
18362,408639.pgn,1.0
18363,408640.pgn,1.0
18364,408641.pgn,1.0
18365,408642.pgn,1.0
18366,408643.pgn,0.0
18367,408644.pgn,-1.0
18368,408645.pgn,1.0
18369,408646.pgn,1.0
18370,408647.pgn,1.0
18371,408648.pgn,1.0
18372,408649.pgn,1.0
18373,408650.pgn,-1.0
18374,408651.pgn,-1.0
18375,408652.pgn,1.0
18376,408653.pgn,-1.0
18377,408654.pgn,-1.0
18378,408655.pgn,1.0
18379,408656.pgn,1.0
18380,408658.pgn,-1.0
18381,408659.pgn,-1.0
18382,408660.pgn,-1.0
18383,408661.pgn,1.0
18384,408662.pgn,1.0
18385,408663.pgn,0.0
18386,408664.pgn,-1.0
18387,408665.pgn,1.0
18388,408666.pgn,1.0
18389,408667.pgn,1.0
18390,408668.pgn,1.0
18391,408669.pgn,0.0
18392,408670.pgn,1.0
18393,408671.pgn,0.0
18394,408672.pgn,1.0
18395,408673.pgn,-1.0
18396,408674.pgn,0.0
18397,408675.pgn,-1.0
18398,408676.pgn,1.0
18399,408677.pgn,0.0
18400,408678.pgn,1.0
18401,408679.pgn,-1.0
18402,408680.pgn,1.0
18403,408681.pgn,0.0
18404,408682.pgn,-1.0
18405,408683.pgn,0.0
18406,408684.pgn,1.0
18407,408685.pgn,0.0
18408,408686.pgn,-1.0
18409,408687.pgn,0.0
18410,408688.pgn,1.0
18411,408689.pgn,-1.0
18412,408690.pgn,-1.0
18413,408691.pgn,-1.0
18414,408692.pgn,0.0
18415,408693.pgn,0.0
18416,408694.pgn,1.0
18417,408695.pgn,1.0
18418,408696.pgn,0.0
18419,408697.pgn,0.0
18420,408698.pgn,-1.0
18421,408699.pgn,-1.0
18422,408700.pgn,1.0
18423,408701.pgn,0.0
18424,408702.pgn,1.0
18425,408703.pgn,1.0
18426,408704.pgn,-1.0
18427,408705.pgn,1.0
18428,408706.pgn,-1.0
18429,408707.pgn,-1.0
18430,408708.pgn,0.0
18431,408709.pgn,0.0
18432,408710.pgn,0.0
18433,408711.pgn,1.0
18434,408712.pgn,1.0
18435,408713.pgn,1.0
18436,408714.pgn,-1.0
18437,408715.pgn,1.0
18438,408716.pgn,0.0
18439,408717.pgn,1.0
18440,408718.pgn,1.0
18441,408719.pgn,0.0
18442,408720.pgn,1.0
18443,408721.pgn,1.0
18444,408722.pgn,1.0
18445,408723.pgn,0.0
18446,408724.pgn,0.0
18447,408725.pgn,1.0
18448,408726.pgn,1.0
18449,408727.pgn,1.0
18450,408728.pgn,-1.0
18451,408729.pgn,-1.0
18452,408730.pgn,1.0
18453,408731.pgn,0.0
18454,408732.pgn,0.0
18455,408733.pgn,1.0
18456,408734.pgn,1.0
18457,408735.pgn,1.0
18458,408736.pgn,-1.0
18459,408737.pgn,0.0
18460,408738.pgn,-1.0
18461,408739.pgn,-1.0
18462,408740.pgn,0.0
18463,408741.pgn,-1.0
18464,408742.pgn,1.0
18465,408743.pgn,0.0
18466,408744.pgn,1.0
18467,408745.pgn,1.0
18468,408746.pgn,1.0
18469,408747.pgn,0.0
18470,408748.pgn,-1.0
18471,408749.pgn,1.0
18472,408750.pgn,1.0
18473,408751.pgn,1.0
18474,408752.pgn,1.0
18475,408753.pgn,1.0
18476,408754.pgn,0.0
18477,408755.pgn,0.0
18478,408756.pgn,0.0
18479,408757.pgn,1.0
18480,408758.pgn,-1.0
18481,408759.pgn,1.0
18482,408760.pgn,-1.0
18483,408761.pgn,-1.0
18484,408762.pgn,1.0
18485,408763.pgn,1.0
18486,408764.pgn,1.0
18487,408765.pgn,-1.0
18488,408766.pgn,1.0
18489,408767.pgn,1.0
18490,408768.pgn,0.0
18491,408769.pgn,0.0
18492,408770.pgn,-1.0
18493,408771.pgn,0.0
18494,408772.pgn,-1.0
18495,408773.pgn,-1.0
18496,408774.pgn,0.0
18497,408775.pgn,1.0
18498,408776.pgn,-1.0
18499,408777.pgn,0.0
18500,408778.pgn,-1.0
18501,408779.pgn,1.0
18502,408780.pgn,1.0
18503,408781.pgn,-1.0
18504,408782.pgn,-1.0
18505,408783.pgn,-1.0
18506,408784.pgn,-1.0
18507,408785.pgn,1.0
18508,408786.pgn,1.0
18509,408787.pgn,0.0
18510,408788.pgn,-1.0
18511,408789.pgn,1.0
18512,408790.pgn,1.0
18513,408791.pgn,-1.0
18514,408792.pgn,-1.0
18515,408793.pgn,-1.0
18516,408794.pgn,-1.0
18517,408795.pgn,1.0
18518,408796.pgn,0.0
18519,408797.pgn,0.0
18520,408798.pgn,0.0
18521,408799.pgn,1.0
18522,408800.pgn,0.0
18523,408801.pgn,1.0
18524,408802.pgn,1.0
18525,408803.pgn,0.0
18526,408804.pgn,0.0
18527,408805.pgn,0.0
18528,408806.pgn,-1.0
18529,408807.pgn,0.0
18530,408808.pgn,0.0
18531,408809.pgn,-1.0
18532,408810.pgn,0.0
18533,408811.pgn,1.0
18534,408812.pgn,1.0
18535,408813.pgn,1.0
18536,408814.pgn,1.0
18537,408815.pgn,0.0
18538,408816.pgn,1.0
18539,408817.pgn,1.0
18540,408818.pgn,1.0
18541,408819.pgn,0.0
18542,408820.pgn,1.0
18543,408821.pgn,1.0
18544,408822.pgn,1.0
18545,408823.pgn,1.0
18546,408824.pgn,-1.0
18547,408825.pgn,-1.0
18548,408826.pgn,1.0
18549,408827.pgn,-1.0
18550,408828.pgn,1.0
18551,408829.pgn,0.0
18552,408830.pgn,-1.0
18553,408831.pgn,1.0
18554,408832.pgn,-1.0
18555,408833.pgn,1.0
18556,408834.pgn,1.0
18557,408835.pgn,0.0
18558,408836.pgn,1.0
18559,408837.pgn,-1.0
18560,408838.pgn,1.0
18561,408839.pgn,-1.0
18562,408840.pgn,-1.0
18563,408841.pgn,1.0
18564,408842.pgn,1.0
18565,408843.pgn,1.0
18566,408844.pgn,0.0
18567,408845.pgn,-1.0
18568,408846.pgn,0.0
18569,408847.pgn,0.0
18570,408848.pgn,0.0
18571,408849.pgn,1.0
18572,408850.pgn,-1.0
18573,408851.pgn,-1.0
18574,408852.pgn,0.0
18575,408853.pgn,-1.0
18576,408854.pgn,0.0
18577,408855.pgn,0.0
18578,408856.pgn,1.0
18579,408857.pgn,0.0
18580,408858.pgn,0.0
18581,408859.pgn,-1.0
18582,408860.pgn,1.0
18583,408861.pgn,1.0
18584,408862.pgn,1.0
18585,408863.pgn,1.0
18586,408864.pgn,-1.0
18587,408865.pgn,0.0
18588,408866.pgn,-1.0
18589,408867.pgn,0.0
18590,408868.pgn,0.0
18591,408869.pgn,0.0
18592,408870.pgn,0.0
18593,408871.pgn,0.0
18594,408872.pgn,1.0
18595,408873.pgn,0.0
18596,408874.pgn,-1.0
18597,408875.pgn,1.0
18598,408876.pgn,1.0
18599,408877.pgn,1.0
18600,408878.pgn,-1.0
18601,408879.pgn,0.0
18602,408880.pgn,0.0
18603,408881.pgn,0.0
18604,408882.pgn,-1.0
18605,408883.pgn,0.0
18606,408884.pgn,0.0
18607,408885.pgn,1.0
18608,408886.pgn,-1.0
18609,408887.pgn,0.0
18610,408888.pgn,0.0
18611,408889.pgn,1.0
18612,408890.pgn,-1.0
18613,408891.pgn,-1.0
18614,408892.pgn,-1.0
18615,408893.pgn,1.0
18616,408894.pgn,0.0
18617,408895.pgn,0.0
18618,408896.pgn,0.0
18619,408897.pgn,0.0
18620,408898.pgn,0.0
18621,408899.pgn,1.0
18622,408900.pgn,1.0
18623,408901.pgn,-1.0
18624,408902.pgn,-1.0
18625,408903.pgn,0.0
18626,408904.pgn,-1.0
18627,408905.pgn,1.0
18628,408906.pgn,-1.0
18629,408907.pgn,1.0
18630,408908.pgn,0.0
18631,408909.pgn,-1.0
18632,408910.pgn,1.0
18633,408911.pgn,0.0
18634,408912.pgn,-1.0
18635,408913.pgn,1.0
18636,408914.pgn,-1.0
18637,408915.pgn,0.0
18638,408916.pgn,0.0
18639,408917.pgn,-1.0
18640,408918.pgn,0.0
18641,408919.pgn,1.0
18642,408920.pgn,1.0
18643,408921.pgn,-1.0
18644,408922.pgn,1.0
18645,408923.pgn,0.0
18646,408924.pgn,0.0
18647,408925.pgn,-1.0
18648,408926.pgn,0.0
18649,408927.pgn,0.0
18650,408928.pgn,1.0
18651,408929.pgn,0.0
18652,408930.pgn,0.0
18653,408931.pgn,0.0
18654,408932.pgn,0.0
18655,408933.pgn,-1.0
18656,408934.pgn,-1.0
18657,408935.pgn,0.0
18658,408936.pgn,0.0
18659,408937.pgn,1.0
18660,408938.pgn,1.0
18661,408939.pgn,0.0
18662,408940.pgn,-1.0
18663,408941.pgn,0.0
18664,408942.pgn,1.0
18665,408943.pgn,1.0
18666,408944.pgn,0.0
18667,408945.pgn,1.0
18668,408946.pgn,1.0
18669,408947.pgn,1.0
18670,408948.pgn,1.0
18671,408949.pgn,1.0
18672,408950.pgn,-1.0
18673,408951.pgn,1.0
18674,408952.pgn,0.0
18675,408953.pgn,0.0
18676,408954.pgn,-1.0
18677,408955.pgn,1.0
18678,408956.pgn,1.0
18679,408957.pgn,1.0
18680,408958.pgn,1.0
18681,408959.pgn,1.0
18682,408960.pgn,1.0
18683,408961.pgn,0.0
18684,408962.pgn,1.0
18685,408963.pgn,-1.0
18686,408964.pgn,1.0
18687,408965.pgn,-1.0
18688,408966.pgn,1.0
18689,408967.pgn,1.0
18690,408968.pgn,-1.0
18691,408969.pgn,-1.0
18692,408970.pgn,0.0
18693,408971.pgn,1.0
18694,408972.pgn,0.0
18695,408973.pgn,-1.0
18696,408974.pgn,1.0
18697,408975.pgn,1.0
18698,408976.pgn,-1.0
18699,408977.pgn,1.0
18700,408978.pgn,-1.0
18701,408979.pgn,-1.0
18702,408980.pgn,-1.0
18703,408981.pgn,1.0
18704,408982.pgn,0.0
18705,408983.pgn,0.0
18706,408984.pgn,0.0
18707,408985.pgn,0.0
18708,408986.pgn,1.0
18709,408987.pgn,0.0
18710,408988.pgn,-1.0
18711,408989.pgn,0.0
18712,408990.pgn,1.0
18713,408991.pgn,0.0
18714,408992.pgn,1.0
18715,408993.pgn,0.0
18716,408994.pgn,0.0
18717,408995.pgn,1.0
18718,408996.pgn,1.0
18719,408997.pgn,-1.0
18720,408998.pgn,-1.0
18721,408999.pgn,-1.0
18722,409000.pgn,1.0
18723,409001.pgn,1.0
18724,409002.pgn,1.0
18725,409003.pgn,-1.0
18726,409004.pgn,1.0
18727,409005.pgn,-1.0
18728,409006.pgn,-1.0
